filename,image_path,label_path_xml,label_path,image_size,bbox_count,tables
00068.PNG,data/images/00068.PNG,data/labels/00068.xml,data/labels/00068.txt,"<PandasArray>
[480, 621, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '26'), ('ymin', '231'), ('xmax', '449'), ('ymax', '512')]))])]
Length: 1, dtype: object"
00069.PNG,data/images/00069.PNG,data/labels/00069.xml,data/labels/00069.txt,"<PandasArray>
[700, 778, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '29'), ('ymin', '141'), ('xmax', '664'), ('ymax', '663')]))])]
Length: 1, dtype: object"
00070.PNG,data/images/00070.PNG,data/labels/00070.xml,data/labels/00070.txt,"<PandasArray>
[600, 778, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '7'), ('ymin', '284'), ('xmax', '592'), ('ymax', '525')]))])]
Length: 1, dtype: object"
00071.PNG,data/images/00071.PNG,data/labels/00071.xml,data/labels/00071.txt,"<PandasArray>
[600, 778, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '6'), ('ymin', '285'), ('xmax', '594'), ('ymax', '527')]))])]
Length: 1, dtype: object"
00072.PNG,data/images/00072.PNG,data/labels/00072.xml,data/labels/00072.txt,"<PandasArray>
[1275, 1650, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '83'), ('ymin', '710'), ('xmax', '1211'), ('ymax', '1200')]))])]
Length: 1, dtype: object"
00073.PNG,data/images/00073.PNG,data/labels/00073.xml,data/labels/00073.txt,"<PandasArray>
[647, 460, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '2'), ('ymin', '204'), ('xmax', '639'), ('ymax', '425')]))])]
Length: 1, dtype: object"
00074.PNG,data/images/00074.PNG,data/labels/00074.xml,data/labels/00074.txt,"<PandasArray>
[789, 1024, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '237'), ('ymin', '342'), ('xmax', '766'), ('ymax', '824')]))])]
Length: 1, dtype: object"
00075.PNG,data/images/00075.PNG,data/labels/00075.xml,data/labels/00075.txt,"<PandasArray>
[963, 729, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '424'), ('ymin', '353'), ('xmax', '896'), ('ymax', '660')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '659'), ('ymin', '112'), ('xmax', '898'), ('ymax', '182')]))])]
Length: 2, dtype: object"
00076.PNG,data/images/00076.PNG,data/labels/00076.xml,data/labels/00076.txt,"<PandasArray>
[812, 1053, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '45'), ('ymin', '457'), ('xmax', '780'), ('ymax', '961')]))])]
Length: 1, dtype: object"
00077.PNG,data/images/00077.PNG,data/labels/00077.xml,data/labels/00077.txt,"<PandasArray>
[1280, 1600, 1]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '44'), ('ymin', '658'), ('xmax', '1240'), ('ymax', '1314')]))])]
Length: 1, dtype: object"
00078.PNG,data/images/00078.PNG,data/labels/00078.xml,data/labels/00078.txt,"<PandasArray>
[702, 757, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '24'), ('ymin', '469'), ('xmax', '685'), ('ymax', '744')]))])]
Length: 1, dtype: object"
00079.PNG,data/images/00079.PNG,data/labels/00079.xml,data/labels/00079.txt,"<PandasArray>
[513, 666, 1]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '47'), ('ymin', '232'), ('xmax', '464'), ('ymax', '508')]))])]
Length: 1, dtype: object"
00080.PNG,data/images/00080.PNG,data/labels/00080.xml,data/labels/00080.txt,"<PandasArray>
[1126, 1596, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '54'), ('ymin', '864'), ('xmax', '1221'), ('ymax', '1131')]))])]
Length: 1, dtype: object"
00081.PNG,data/images/00081.PNG,data/labels/00081.xml,data/labels/00081.txt,"<PandasArray>
[835, 919, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '58'), ('ymin', '542'), ('xmax', '761'), ('ymax', '796')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '465'), ('ymin', '391'), ('xmax', '722'), ('ymax', '500')]))])]
Length: 2, dtype: object"
00082.PNG,data/images/00082.PNG,data/labels/00082.xml,data/labels/00082.txt,"<PandasArray>
[1024, 1001, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '78'), ('ymin', '584'), ('xmax', '934'), ('ymax', '766')]))])]
Length: 1, dtype: object"
00083.PNG,data/images/00083.PNG,data/labels/00083.xml,data/labels/00083.txt,"<PandasArray>
[628, 548, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '22'), ('ymin', '113'), ('xmax', '610'), ('ymax', '330')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '320'), ('ymin', '341'), ('xmax', '612'), ('ymax', '521')]))])]
Length: 2, dtype: object"
00084.PNG,data/images/00084.PNG,data/labels/00084.xml,data/labels/00084.txt,"<PandasArray>
[1346, 920, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '64'), ('ymin', '311'), ('xmax', '1200'), ('ymax', '572')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '69'), ('ymin', '625'), ('xmax', '1195'), ('ymax', '707')]))])]
Length: 2, dtype: object"
00085.PNG,data/images/00085.PNG,data/labels/00085.xml,data/labels/00085.txt,"<PandasArray>
[1258, 1466, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '119'), ('ymin', '656'), ('xmax', '1144'), ('ymax', '1127')]))])]
Length: 1, dtype: object"
00087.PNG,data/images/00087.PNG,data/labels/00087.xml,data/labels/00087.txt,"<PandasArray>
[477, 674, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '3'), ('ymin', '259'), ('xmax', '467'), ('ymax', '542')]))])]
Length: 1, dtype: object"
00088.PNG,data/images/00088.PNG,data/labels/00088.xml,data/labels/00088.txt,"<PandasArray>
[578, 750, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '36'), ('ymin', '284'), ('xmax', '540'), ('ymax', '589')]))])]
Length: 1, dtype: object"
00089.PNG,data/images/00089.PNG,data/labels/00089.xml,data/labels/00089.txt,"<PandasArray>
[578, 750, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '36'), ('ymin', '286'), ('xmax', '538'), ('ymax', '586')]))])]
Length: 1, dtype: object"
00090.PNG,data/images/00090.PNG,data/labels/00090.xml,data/labels/00090.txt,"<PandasArray>
[1956, 1738, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '115'), ('ymin', '634'), ('xmax', '1864'), ('ymax', '1458')]))])]
Length: 1, dtype: object"
00091.PNG,data/images/00091.PNG,data/labels/00091.xml,data/labels/00091.txt,"<PandasArray>
[788, 394, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '12'), ('ymin', '83'), ('xmax', '754'), ('ymax', '391')]))])]
Length: 1, dtype: object"
00092.PNG,data/images/00092.PNG,data/labels/00092.xml,data/labels/00092.txt,"<PandasArray>
[579, 678, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '36'), ('ymin', '311'), ('xmax', '540'), ('ymax', '430')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '37'), ('ymin', '457'), ('xmax', '540'), ('ymax', '509')]))])]
Length: 2, dtype: object"
00093.PNG,data/images/00093.PNG,data/labels/00093.xml,data/labels/00093.txt,"<PandasArray>
[620, 803, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '35'), ('ymin', '362'), ('xmax', '582'), ('ymax', '684')]))])]
Length: 1, dtype: object"
00094.PNG,data/images/00094.PNG,data/labels/00094.xml,data/labels/00094.txt,"<PandasArray>
[778, 715, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '82'), ('ymin', '426'), ('xmax', '701'), ('ymax', '602')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '395'), ('ymin', '196'), ('xmax', '631'), ('ymax', '369')]))])]
Length: 2, dtype: object"
00095.PNG,data/images/00095.PNG,data/labels/00095.xml,data/labels/00095.txt,"<PandasArray>
[1024, 1325, 1]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '60'), ('ymin', '527'), ('xmax', '947'), ('ymax', '1013')]))])]
Length: 1, dtype: object"
00096.PNG,data/images/00096.PNG,data/labels/00096.xml,data/labels/00096.txt,"<PandasArray>
[856, 450, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '23'), ('ymin', '69'), ('xmax', '812'), ('ymax', '397')]))])]
Length: 1, dtype: object"
00097.PNG,data/images/00097.PNG,data/labels/00097.xml,data/labels/00097.txt,"<PandasArray>
[1700, 2201, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '121'), ('ymin', '1107'), ('xmax', '1638'), ('ymax', '1757')]))])]
Length: 1, dtype: object"
00098.PNG,data/images/00098.PNG,data/labels/00098.xml,data/labels/00098.txt,"<PandasArray>
[2448, 2748, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '105'), ('ymin', '1823'), ('xmax', '2434'), ('ymax', '2436')]))])]
Length: 1, dtype: object"
00099.PNG,data/images/00099.PNG,data/labels/00099.xml,data/labels/00099.txt,"<PandasArray>
[506, 900, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '5'), ('ymin', '275'), ('xmax', '496'), ('ymax', '828')]))])]
Length: 1, dtype: object"
00100.PNG,data/images/00100.PNG,data/labels/00100.xml,data/labels/00100.txt,"<PandasArray>
[1188, 1145, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '19'), ('ymin', '142'), ('xmax', '1170'), ('ymax', '473')]))])]
Length: 1, dtype: object"
00101.PNG,data/images/00101.PNG,data/labels/00101.xml,data/labels/00101.txt,"<PandasArray>
[375, 479, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '20'), ('ymin', '98'), ('xmax', '344'), ('ymax', '445')]))])]
Length: 1, dtype: object"
00102.PNG,data/images/00102.PNG,data/labels/00102.xml,data/labels/00102.txt,"<PandasArray>
[348, 350, 1]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '5'), ('ymin', '85'), ('xmax', '342'), ('ymax', '332')]))])]
Length: 1, dtype: object"
00103.PNG,data/images/00103.PNG,data/labels/00103.xml,data/labels/00103.txt,"<PandasArray>
[512, 395, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '22'), ('ymin', '83'), ('xmax', '490'), ('ymax', '381')]))])]
Length: 1, dtype: object"
00104.PNG,data/images/00104.PNG,data/labels/00104.xml,data/labels/00104.txt,"<PandasArray>
[375, 479, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '19'), ('ymin', '100'), ('xmax', '344'), ('ymax', '445')]))])]
Length: 1, dtype: object"
00105.PNG,data/images/00105.PNG,data/labels/00105.xml,data/labels/00105.txt,"<PandasArray>
[375, 479, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '19'), ('ymin', '100'), ('xmax', '344'), ('ymax', '445')]))])]
Length: 1, dtype: object"
00106.PNG,data/images/00106.PNG,data/labels/00106.xml,data/labels/00106.txt,"<PandasArray>
[1700, 2201, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '121'), ('ymin', '1114'), ('xmax', '1631'), ('ymax', '2057')]))])]
Length: 1, dtype: object"
00107.PNG,data/images/00107.PNG,data/labels/00107.xml,data/labels/00107.txt,"<PandasArray>
[382, 512, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '13'), ('ymin', '124'), ('xmax', '370'), ('ymax', '259')]))])]
Length: 1, dtype: object"
00108.PNG,data/images/00108.PNG,data/labels/00108.xml,data/labels/00108.txt,"<PandasArray>
[406, 512, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '10'), ('ymin', '235'), ('xmax', '393'), ('ymax', '335')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '245'), ('ymin', '87'), ('xmax', '396'), ('ymax', '153')]))])]
Length: 2, dtype: object"
00109.PNG,data/images/00109.PNG,data/labels/00109.xml,data/labels/00109.txt,"<PandasArray>
[512, 503, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '45'), ('ymin', '266'), ('xmax', '475'), ('ymax', '422')]))])]
Length: 1, dtype: object"
00110.PNG,data/images/00110.PNG,data/labels/00110.xml,data/labels/00110.txt,"<PandasArray>
[471, 512, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '4'), ('ymin', '132'), ('xmax', '130'), ('ymax', '225')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '7'), ('ymin', '234'), ('xmax', '372'), ('ymax', '387')]))])]
Length: 2, dtype: object"
00111.PNG,data/images/00111.PNG,data/labels/00111.xml,data/labels/00111.txt,"<PandasArray>
[501, 512, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '5'), ('ymin', '97'), ('xmax', '497'), ('ymax', '249')]))])]
Length: 1, dtype: object"
00112.PNG,data/images/00112.PNG,data/labels/00112.xml,data/labels/00112.txt,"<PandasArray>
[512, 437, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '3'), ('ymin', '210'), ('xmax', '505'), ('ymax', '434')]))])]
Length: 1, dtype: object"
00113.PNG,data/images/00113.PNG,data/labels/00113.xml,data/labels/00113.txt,"<PandasArray>
[800, 362, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '27'), ('ymin', '54'), ('xmax', '756'), ('ymax', '318')]))])]
Length: 1, dtype: object"
00114.PNG,data/images/00114.PNG,data/labels/00114.xml,data/labels/00114.txt,"<PandasArray>
[560, 460, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '30'), ('ymin', '95'), ('xmax', '530'), ('ymax', '169')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '30'), ('ymin', '324'), ('xmax', '528'), ('ymax', '370')]))])]
Length: 2, dtype: object"
00115.PNG,data/images/00115.PNG,data/labels/00115.xml,data/labels/00115.txt,"<PandasArray>
[1026, 927, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '21'), ('ymin', '139'), ('xmax', '1011'), ('ymax', '408')]))])]
Length: 1, dtype: object"
00116.PNG,data/images/00116.PNG,data/labels/00116.xml,data/labels/00116.txt,"<PandasArray>
[1032, 936, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '60'), ('ymin', '438'), ('xmax', '706'), ('ymax', '879')]))])]
Length: 1, dtype: object"
00117.PNG,data/images/00117.PNG,data/labels/00117.xml,data/labels/00117.txt,"<PandasArray>
[1700, 2201, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '68'), ('ymin', '860'), ('xmax', '1618'), ('ymax', '1994')]))])]
Length: 1, dtype: object"
00118.PNG,data/images/00118.PNG,data/labels/00118.xml,data/labels/00118.txt,"<PandasArray>
[301, 241, 1]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '8'), ('ymin', '145'), ('xmax', '293'), ('ymax', '196')]))])]
Length: 1, dtype: object"
00119.PNG,data/images/00119.PNG,data/labels/00119.xml,data/labels/00119.txt,"<PandasArray>
[759, 1024, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '3'), ('ymin', '372'), ('xmax', '736'), ('ymax', '891')]))])]
Length: 1, dtype: object"
00120.PNG,data/images/00120.PNG,data/labels/00120.xml,data/labels/00120.txt,"<PandasArray>
[740, 600, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '116'), ('ymin', '309'), ('xmax', '633'), ('ymax', '478')]))])]
Length: 1, dtype: object"
00121.PNG,data/images/00121.PNG,data/labels/00121.xml,data/labels/00121.txt,"<PandasArray>
[514, 663, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '20'), ('ymin', '370'), ('xmax', '493'), ('ymax', '595')]))])]
Length: 1, dtype: object"
00122.PNG,data/images/00122.PNG,data/labels/00122.xml,data/labels/00122.txt,"<PandasArray>
[514, 663, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '17'), ('ymin', '371'), ('xmax', '490'), ('ymax', '593')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '17'), ('ymin', '205'), ('xmax', '492'), ('ymax', '354')]))])]
Length: 2, dtype: object"
00123.PNG,data/images/00123.PNG,data/labels/00123.xml,data/labels/00123.txt,"<PandasArray>
[800, 1033, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '10'), ('ymin', '588'), ('xmax', '790'), ('ymax', '965')]))])]
Length: 1, dtype: object"
00124.PNG,data/images/00124.PNG,data/labels/00124.xml,data/labels/00124.txt,"<PandasArray>
[423, 549, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '25'), ('ymin', '226'), ('xmax', '394'), ('ymax', '481')]))])]
Length: 1, dtype: object"
00125.PNG,data/images/00125.PNG,data/labels/00125.xml,data/labels/00125.txt,"<PandasArray>
[457, 592, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '24'), ('ymin', '188'), ('xmax', '426'), ('ymax', '451')]))])]
Length: 1, dtype: object"
00126.PNG,data/images/00126.PNG,data/labels/00126.xml,data/labels/00126.txt,"<PandasArray>
[295, 470, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '23'), ('ymin', '199'), ('xmax', '250'), ('ymax', '314')]))])]
Length: 1, dtype: object"
00127.PNG,data/images/00127.PNG,data/labels/00127.xml,data/labels/00127.txt,"<PandasArray>
[816, 1056, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '48'), ('ymin', '444'), ('xmax', '772'), ('ymax', '844')]))])]
Length: 1, dtype: object"
00128.PNG,data/images/00128.PNG,data/labels/00128.xml,data/labels/00128.txt,"<PandasArray>
[603, 568, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '25'), ('ymin', '107'), ('xmax', '457'), ('ymax', '463')]))])]
Length: 1, dtype: object"
00129.PNG,data/images/00129.PNG,data/labels/00129.xml,data/labels/00129.txt,"<PandasArray>
[600, 730, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '61'), ('ymin', '496'), ('xmax', '549'), ('ymax', '555')]))])]
Length: 1, dtype: object"
00130.PNG,data/images/00130.PNG,data/labels/00130.xml,data/labels/00130.txt,"<PandasArray>
[740, 600, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '78'), ('ymin', '252'), ('xmax', '647'), ('ymax', '500')]))])]
Length: 1, dtype: object"
